checking_balance,months_loan_duration,credit_history,purpose,amount,savings_balance,employment_duration,percent_of_income,years_at_residence,age,other_credit,housing,existing_loans_count,job,dependents,phone,default
unknown,18,critical,furniture/appliances,1800.00 ,< 100 DM,1 - 4 years,4,2,24,none,own,2,skilled,1,no,no
> 200 DM,15,good,education,1905.00 ,< 100 DM,> 7 years,4,4,40,none,rent,1,management,1,yes,no
unknown,12,good,furniture/appliances,1123.00 ,500 - 1000 DM,1 - 4 years,4,4,29,none,rent,1,unskilled,1,no,yes
< 0 DM,48,critical,car,6331.00 ,< 100 DM,> 7 years,4,4,46,none,other,2,skilled,1,yes,yes
> 200 DM,24,good,furniture/appliances,1377.00 ,100 - 500 DM,> 7 years,4,2,47,none,other,1,skilled,1,yes,no
1 - 200 DM,30,poor,business,2503.00 ,100 - 500 DM,> 7 years,4,2,41,store,own,2,skilled,1,no,no
1 - 200 DM,27,good,business,2528.00 ,< 100 DM,< 1 year,4,1,32,none,own,1,skilled,2,yes,no
unknown,15,good,car,5324.00 ,500 - 1000 DM,> 7 years,1,4,35,none,other,1,skilled,1,no,no
1 - 200 DM,48,good,car,6560.00 ,100 - 500 DM,4 - 7 years,3,2,24,none,own,1,skilled,1,no,yes
1 - 200 DM,12,perfect,furniture/appliances,2969.00 ,< 100 DM,< 1 year,4,3,25,none,rent,2,skilled,1,no,yes
1 - 200 DM,9,good,furniture/appliances,1206.00 ,< 100 DM,> 7 years,4,4,25,none,own,1,skilled,1,no,no
1 - 200 DM,9,good,furniture/appliances,2118.00 ,< 100 DM,1 - 4 years,2,2,37,none,own,1,unskilled,2,no,no
unknown,18,critical,furniture/appliances,629.00 ,500 - 1000 DM,> 7 years,4,3,32,bank,own,2,management,1,yes,no
< 0 DM,6,very good,education,1198.00 ,< 100 DM,> 7 years,4,4,35,none,other,1,skilled,1,no,yes
unknown,21,good,car,2476.00 ,unknown,> 7 years,4,4,46,none,own,1,management,1,yes,no
< 0 DM,9,critical,furniture/appliances,1138.00 ,< 100 DM,1 - 4 years,4,4,25,none,own,2,unskilled,1,no,no
1 - 200 DM,60,good,car,14027.00 ,< 100 DM,4 - 7 years,4,2,27,none,own,1,management,1,yes,yes
unknown,30,critical,car,7596.00 ,unknown,> 7 years,1,4,63,none,own,2,skilled,1,no,no
unknown,30,critical,furniture/appliances,3077.00 ,unknown,> 7 years,3,2,40,none,own,2,skilled,2,yes,no
unknown,18,good,furniture/appliances,1505.00 ,< 100 DM,1 - 4 years,4,2,32,none,other,1,management,1,yes,no
> 200 DM,24,critical,furniture/appliances,3148.00 ,unknown,1 - 4 years,3,2,31,none,own,2,skilled,1,yes,no
1 - 200 DM,20,perfect,car,6148.00 ,100 - 500 DM,> 7 years,3,4,31,bank,own,2,skilled,1,yes,no
> 200 DM,9,perfect,furniture/appliances,1337.00 ,< 100 DM,< 1 year,4,2,34,none,own,2,management,1,yes,yes
1 - 200 DM,6,very good,education,433.00 ,> 1000 DM,< 1 year,4,2,24,bank,rent,1,skilled,2,no,yes
< 0 DM,12,good,car,1228.00 ,< 100 DM,1 - 4 years,4,2,24,none,own,1,unskilled,1,no,yes
1 - 200 DM,9,good,furniture/appliances,790.00 ,500 - 1000 DM,1 - 4 years,4,3,66,none,own,1,unskilled,1,no,no
unknown,27,good,car,2570.00 ,< 100 DM,1 - 4 years,3,3,21,none,rent,1,skilled,1,no,yes
unknown,6,critical,car,250.00 ,> 1000 DM,1 - 4 years,2,2,41,bank,own,2,unskilled,1,no,no
unknown,15,critical,furniture/appliances,1316.00 ,500 - 1000 DM,1 - 4 years,2,2,47,none,own,2,unskilled,1,no,no
< 0 DM,18,good,furniture/appliances,1882.00 ,< 100 DM,1 - 4 years,4,4,25,bank,rent,2,skilled,1,no,yes
1 - 200 DM,48,very good,business,6416.00 ,< 100 DM,> 7 years,4,3,59,none,rent,1,skilled,1,no,yes
> 200 DM,24,critical,business,1275.00 ,> 1000 DM,1 - 4 years,2,4,36,none,own,2,skilled,1,yes,no
1 - 200 DM,24,poor,furniture/appliances,6403.00 ,< 100 DM,< 1 year,1,2,33,none,own,1,skilled,1,no,no
< 0 DM,24,good,furniture/appliances,1987.00 ,< 100 DM,1 - 4 years,2,4,21,none,rent,1,unskilled,2,no,yes
1 - 200 DM,8,good,furniture/appliances,760.00 ,< 100 DM,4 - 7 years,4,2,44,none,own,1,unskilled,1,no,no
unknown,24,good,car,2603.00 ,> 1000 DM,1 - 4 years,2,4,28,none,rent,1,skilled,1,yes,no
unknown,4,critical,car,3380.00 ,< 100 DM,4 - 7 years,1,1,37,none,own,1,skilled,2,no,no
1 - 200 DM,36,very good,furniture/appliances,3990.00 ,unknown,< 1 year,3,2,29,bank,own,1,unemployed,1,no,no
1 - 200 DM,24,good,car,11560.00 ,< 100 DM,1 - 4 years,1,4,23,none,rent,2,management,1,no,yes
< 0 DM,18,good,car,4380.00 ,100 - 500 DM,1 - 4 years,3,4,35,none,own,1,unskilled,2,yes,no
unknown,6,critical,car,6761.00 ,< 100 DM,4 - 7 years,1,3,45,none,own,2,management,2,yes,no
1 - 200 DM,30,perfect,business,4280.00 ,100 - 500 DM,1 - 4 years,4,4,26,none,rent,2,unskilled,1,no,yes
< 0 DM,24,very good,car,2325.00 ,100 - 500 DM,4 - 7 years,2,3,32,bank,own,1,skilled,1,no,no
1 - 200 DM,10,very good,furniture/appliances,1048.00 ,< 100 DM,1 - 4 years,4,4,23,store,own,1,unskilled,1,no,no
unknown,21,good,furniture/appliances,3160.00 ,unknown,> 7 years,4,3,41,none,own,1,skilled,1,yes,no
< 0 DM,24,very good,furniture/appliances,2483.00 ,500 - 1000 DM,1 - 4 years,4,4,22,store,own,1,skilled,1,yes,no
< 0 DM,39,critical,furniture/appliances,14179.00 ,unknown,4 - 7 years,4,4,30,none,own,2,management,1,yes,no
< 0 DM,13,critical,business,1797.00 ,< 100 DM,< 1 year,3,1,28,bank,own,2,unskilled,1,no,no
< 0 DM,15,good,car,2511.00 ,< 100 DM,unemployed,1,4,23,none,rent,1,skilled,1,no,no
< 0 DM,12,good,car,1274.00 ,< 100 DM,< 1 year,3,1,37,none,own,1,unskilled,1,no,yes
unknown,21,good,car,5248.00 ,unknown,1 - 4 years,1,3,26,none,own,1,skilled,1,no,no
unknown,15,good,car,3029.00 ,< 100 DM,4 - 7 years,2,2,33,none,own,1,skilled,1,no,no
< 0 DM,6,good,furniture/appliances,428.00 ,< 100 DM,> 7 years,2,1,49,bank,own,1,skilled,1,yes,no
< 0 DM,18,good,car,976.00 ,< 100 DM,< 1 year,1,2,23,none,own,1,unskilled,1,no,yes
1 - 200 DM,12,good,business,841.00 ,100 - 500 DM,4 - 7 years,2,4,23,none,rent,1,unskilled,1,no,no
unknown,30,critical,furniture/appliances,5771.00 ,< 100 DM,4 - 7 years,4,2,25,none,own,2,skilled,1,no,no
unknown,12,poor,renovations,1555.00 ,> 1000 DM,> 7 years,4,4,55,none,other,2,skilled,2,no,yes
< 0 DM,24,good,car,1285.00 ,unknown,4 - 7 years,4,4,32,none,rent,1,skilled,1,no,yes
> 200 DM,6,critical,car,1299.00 ,< 100 DM,1 - 4 years,1,1,74,none,own,3,unemployed,2,no,no
> 200 DM,15,critical,furniture/appliances,1271.00 ,unknown,1 - 4 years,3,4,39,none,other,2,skilled,1,yes,yes
unknown,24,good,car,1393.00 ,< 100 DM,1 - 4 years,2,2,31,none,own,1,skilled,1,yes,no
< 0 DM,12,critical,car,691.00 ,< 100 DM,> 7 years,4,3,35,none,own,2,skilled,1,no,yes
unknown,15,critical,car,5045.00 ,unknown,> 7 years,1,4,59,none,own,1,skilled,1,yes,no
< 0 DM,18,critical,furniture/appliances,2124.00 ,< 100 DM,1 - 4 years,4,4,24,none,rent,2,skilled,1,no,yes
< 0 DM,12,good,furniture/appliances,2214.00 ,< 100 DM,1 - 4 years,4,3,24,none,own,1,unskilled,1,no,no
unknown,21,critical,car,12680.00 ,unknown,> 7 years,4,4,30,none,other,1,management,1,yes,yes
unknown,24,critical,car,2463.00 ,100 - 500 DM,4 - 7 years,4,3,27,none,own,2,skilled,1,yes,no
1 - 200 DM,12,good,furniture/appliances,1155.00 ,< 100 DM,> 7 years,3,3,40,bank,own,2,unskilled,1,no,no
< 0 DM,30,good,furniture/appliances,3108.00 ,< 100 DM,< 1 year,2,4,31,none,own,1,unskilled,1,no,yes
unknown,10,good,car,2901.00 ,unknown,< 1 year,1,4,31,none,rent,1,skilled,1,no,no
1 - 200 DM,12,critical,furniture/appliances,3617.00 ,< 100 DM,> 7 years,1,4,28,none,rent,3,skilled,1,yes,no
unknown,12,critical,furniture/appliances,1655.00 ,< 100 DM,> 7 years,2,4,63,none,own,2,unskilled,1,yes,no
< 0 DM,24,good,car,2812.00 ,unknown,> 7 years,2,4,26,none,rent,1,skilled,1,no,no
< 0 DM,36,critical,education,8065.00 ,< 100 DM,1 - 4 years,3,2,25,none,own,2,management,1,yes,yes
unknown,21,critical,car,3275.00 ,< 100 DM,> 7 years,1,4,36,none,own,1,management,1,yes,no
unknown,24,critical,furniture/appliances,2223.00 ,100 - 500 DM,> 7 years,4,4,52,bank,own,2,skilled,1,no,no
> 200 DM,12,critical,car,1480.00 ,500 - 1000 DM,unemployed,2,4,66,bank,other,3,unemployed,1,no,no
< 0 DM,24,good,car,1371.00 ,unknown,1 - 4 years,4,4,25,none,rent,1,skilled,1,no,yes
unknown,36,critical,car,3535.00 ,< 100 DM,4 - 7 years,4,4,37,none,own,2,skilled,1,yes,no
< 0 DM,18,good,furniture/appliances,3509.00 ,< 100 DM,4 - 7 years,4,1,25,none,own,1,skilled,1,no,no
unknown,36,critical,car,5711.00 ,> 1000 DM,> 7 years,4,2,38,none,own,2,management,1,yes,no
1 - 200 DM,18,good,renovations,3872.00 ,< 100 DM,unemployed,2,4,67,none,own,1,skilled,1,yes,no
1 - 200 DM,39,critical,furniture/appliances,4933.00 ,< 100 DM,4 - 7 years,2,2,25,none,own,2,skilled,1,no,yes
unknown,24,critical,car,1940.00 ,> 1000 DM,> 7 years,4,4,60,none,own,1,skilled,1,yes,no
1 - 200 DM,12,perfect,education,1410.00 ,< 100 DM,1 - 4 years,2,2,31,none,own,1,unskilled,1,yes,no
1 - 200 DM,12,good,car,836.00 ,100 - 500 DM,< 1 year,4,2,23,bank,own,1,unskilled,1,no,yes
1 - 200 DM,20,good,car,6468.00 ,unknown,unemployed,1,4,60,none,own,1,management,1,yes,no
1 - 200 DM,18,good,business,1941.00 ,> 1000 DM,1 - 4 years,4,2,35,none,own,1,unskilled,1,yes,no
unknown,22,good,furniture/appliances,2675.00 ,500 - 1000 DM,> 7 years,3,4,40,none,own,1,skilled,1,no,no
unknown,48,critical,car,2751.00 ,unknown,> 7 years,4,3,38,none,own,2,skilled,2,yes,no
1 - 200 DM,48,poor,education,6224.00 ,< 100 DM,> 7 years,4,4,50,none,other,1,skilled,1,no,yes
< 0 DM,40,critical,education,5998.00 ,< 100 DM,1 - 4 years,4,3,27,bank,own,1,skilled,1,yes,yes
1 - 200 DM,21,good,business,1188.00 ,< 100 DM,> 7 years,2,4,39,none,own,1,skilled,2,no,yes
unknown,24,good,car,6313.00 ,unknown,> 7 years,3,4,41,none,own,1,management,2,yes,no
unknown,6,critical,furniture/appliances,1221.00 ,unknown,1 - 4 years,1,2,27,none,own,2,skilled,1,no,no
> 200 DM,24,good,furniture/appliances,2892.00 ,< 100 DM,> 7 years,3,4,51,none,other,1,skilled,1,no,no
unknown,24,good,furniture/appliances,3062.00 ,500 - 1000 DM,> 7 years,4,3,32,none,rent,1,skilled,1,yes,no
unknown,9,good,furniture/appliances,2301.00 ,100 - 500 DM,< 1 year,2,4,22,none,rent,1,skilled,1,no,no
< 0 DM,18,good,car,7511.00 ,unknown,> 7 years,1,4,51,none,other,1,skilled,2,yes,yes
unknown,12,critical,furniture/appliances,1258.00 ,< 100 DM,< 1 year,2,4,22,none,rent,2,unskilled,1,no,no
unknown,24,poor,car,717.00 ,unknown,> 7 years,4,4,54,none,own,2,skilled,1,yes,no
1 - 200 DM,9,good,car,1549.00 ,unknown,< 1 year,4,2,35,none,own,1,unemployed,1,no,no
unknown,24,critical,education,1597.00 ,< 100 DM,> 7 years,4,4,54,none,other,2,skilled,2,no,no
1 - 200 DM,18,critical,furniture/appliances,1795.00 ,< 100 DM,> 7 years,3,4,48,bank,rent,2,unskilled,1,yes,no
< 0 DM,20,critical,furniture/appliances,4272.00 ,< 100 DM,> 7 years,1,4,24,none,own,2,skilled,1,no,no
unknown,12,critical,furniture/appliances,976.00 ,unknown,> 7 years,4,4,35,none,own,2,skilled,1,no,no
1 - 200 DM,12,good,car,7472.00 ,unknown,unemployed,1,2,24,none,rent,1,unemployed,1,no,no
< 0 DM,36,good,car,9271.00 ,< 100 DM,4 - 7 years,2,1,24,none,own,1,skilled,1,yes,yes
1 - 200 DM,6,good,furniture/appliances,590.00 ,< 100 DM,< 1 year,3,3,26,none,own,1,unskilled,1,no,no
unknown,12,critical,furniture/appliances,930.00 ,unknown,> 7 years,4,4,65,none,own,4,skilled,1,no,no
1 - 200 DM,42,very good,car,9283.00 ,< 100 DM,unemployed,1,2,55,bank,other,1,management,1,yes,no
1 - 200 DM,15,perfect,car,1778.00 ,< 100 DM,< 1 year,2,1,26,none,rent,2,unemployed,1,no,yes
1 - 200 DM,8,good,business,907.00 ,< 100 DM,< 1 year,3,2,26,none,own,1,skilled,1,yes,no
1 - 200 DM,6,good,furniture/appliances,484.00 ,< 100 DM,4 - 7 years,3,3,28,bank,own,1,unskilled,1,no,no
< 0 DM,36,critical,car,9629.00 ,< 100 DM,4 - 7 years,4,4,24,none,own,2,skilled,1,yes,yes
< 0 DM,48,good,furniture/appliances,3051.00 ,< 100 DM,1 - 4 years,3,4,54,none,own,1,skilled,1,no,yes
< 0 DM,48,good,car,3931.00 ,< 100 DM,4 - 7 years,4,4,46,none,other,1,skilled,2,no,yes
1 - 200 DM,36,poor,car,7432.00 ,< 100 DM,1 - 4 years,2,2,54,none,rent,1,skilled,1,no,no
unknown,6,good,furniture/appliances,1338.00 ,500 - 1000 DM,1 - 4 years,1,4,62,none,own,1,skilled,1,no,no
unknown,6,critical,furniture/appliances,1554.00 ,< 100 DM,4 - 7 years,1,2,24,none,rent,2,skilled,1,yes,no
< 0 DM,36,good,car0,15857.00 ,< 100 DM,unemployed,2,3,43,none,own,1,management,1,no,no
< 0 DM,18,good,furniture/appliances,1345.00 ,< 100 DM,1 - 4 years,4,3,26,bank,own,1,skilled,1,no,yes
unknown,12,good,car,1101.00 ,< 100 DM,1 - 4 years,3,2,27,none,own,2,skilled,1,yes,no
> 200 DM,12,good,furniture/appliances,3016.00 ,< 100 DM,1 - 4 years,3,1,24,none,own,1,skilled,1,no,no
< 0 DM,36,good,furniture/appliances,2712.00 ,< 100 DM,> 7 years,2,2,41,bank,own,1,skilled,2,no,yes
< 0 DM,8,critical,car,731.00 ,< 100 DM,> 7 years,4,4,47,none,own,2,unskilled,1,no,no
unknown,18,critical,furniture/appliances,3780.00 ,< 100 DM,< 1 year,3,2,35,none,own,2,management,1,yes,no
< 0 DM,21,critical,car,1602.00 ,< 100 DM,> 7 years,4,3,30,none,own,2,skilled,1,yes,no
< 0 DM,18,critical,car,3966.00 ,< 100 DM,> 7 years,1,4,33,bank,rent,3,skilled,1,yes,yes
unknown,18,perfect,business,4165.00 ,< 100 DM,1 - 4 years,2,2,36,store,own,2,skilled,2,no,yes
< 0 DM,36,good,car,8335.00 ,unknown,> 7 years,3,4,47,none,other,1,skilled,1,no,yes
1 - 200 DM,48,poor,business,6681.00 ,unknown,1 - 4 years,4,4,38,none,other,1,skilled,2,yes,no
unknown,24,poor,business,2375.00 ,500 - 1000 DM,1 - 4 years,4,2,44,none,own,2,skilled,2,yes,no
< 0 DM,18,good,car,1216.00 ,< 100 DM,< 1 year,4,3,23,none,rent,1,skilled,1,yes,yes
< 0 DM,45,perfect,business,11816.00 ,< 100 DM,> 7 years,2,4,29,none,rent,2,skilled,1,no,yes
1 - 200 DM,24,good,furniture/appliances,5084.00 ,unknown,> 7 years,2,4,42,none,own,1,skilled,1,yes,no
> 200 DM,15,good,furniture/appliances,2327.00 ,< 100 DM,< 1 year,2,3,25,none,own,1,unskilled,1,no,yes
< 0 DM,12,perfect,car,1082.00 ,< 100 DM,1 - 4 years,4,4,48,bank,own,2,skilled,1,no,yes
unknown,12,good,furniture/appliances,886.00 ,unknown,1 - 4 years,4,2,21,none,own,1,skilled,1,no,no
unknown,4,good,furniture/appliances,601.00 ,< 100 DM,< 1 year,1,3,23,none,rent,1,unskilled,2,no,no
< 0 DM,24,critical,car,2957.00 ,< 100 DM,> 7 years,4,4,63,none,own,2,skilled,1,yes,no
unknown,24,critical,furniture/appliances,2611.00 ,< 100 DM,> 7 years,4,3,46,none,own,2,skilled,1,no,no
< 0 DM,36,good,furniture/appliances,5179.00 ,< 100 DM,4 - 7 years,4,2,29,none,own,1,skilled,1,no,yes
unknown,21,poor,car,2993.00 ,< 100 DM,1 - 4 years,3,2,28,store,own,2,unskilled,1,no,no
unknown,18,good,renovations,1943.00 ,< 100 DM,< 1 year,4,4,23,none,own,1,skilled,1,no,yes
unknown,24,very good,business,1559.00 ,< 100 DM,4 - 7 years,4,4,50,bank,own,1,skilled,1,yes,no
unknown,18,good,furniture/appliances,3422.00 ,< 100 DM,> 7 years,4,4,47,bank,own,3,skilled,2,yes,no
1 - 200 DM,21,good,furniture/appliances,3976.00 ,unknown,4 - 7 years,2,3,35,none,own,1,skilled,1,yes,no
unknown,18,good,car,6761.00 ,unknown,1 - 4 years,2,4,68,none,rent,2,skilled,1,no,yes
unknown,24,good,car,1249.00 ,< 100 DM,< 1 year,4,2,28,none,own,1,skilled,1,no,no
< 0 DM,9,good,furniture/appliances,1364.00 ,< 100 DM,4 - 7 years,3,4,59,none,own,1,skilled,1,no,no
< 0 DM,12,good,furniture/appliances,709.00 ,< 100 DM,> 7 years,4,4,57,store,own,1,unskilled,1,no,yes
< 0 DM,20,critical,car,2235.00 ,< 100 DM,1 - 4 years,4,2,33,bank,rent,2,skilled,1,no,yes
unknown,24,critical,car,4042.00 ,unknown,4 - 7 years,3,4,43,none,own,2,skilled,1,yes,no
unknown,15,critical,furniture/appliances,1471.00 ,< 100 DM,1 - 4 years,4,4,35,none,other,2,skilled,1,yes,no
< 0 DM,18,very good,car,1442.00 ,< 100 DM,4 - 7 years,4,4,32,none,other,2,unskilled,2,no,yes
unknown,36,poor,car,10875.00 ,< 100 DM,> 7 years,2,2,45,none,own,2,skilled,2,yes,no
unknown,24,good,car,1474.00 ,100 - 500 DM,< 1 year,4,3,33,none,own,1,skilled,1,yes,no
unknown,10,good,education,894.00 ,unknown,4 - 7 years,4,3,40,none,own,1,skilled,1,yes,no
unknown,15,critical,furniture/appliances,3343.00 ,< 100 DM,1 - 4 years,4,2,28,none,other,1,skilled,1,yes,no
< 0 DM,15,good,car,3959.00 ,< 100 DM,1 - 4 years,3,2,29,none,own,1,skilled,1,yes,yes
unknown,9,good,car,3577.00 ,100 - 500 DM,1 - 4 years,1,2,26,none,rent,1,skilled,2,no,no
unknown,24,critical,car,5804.00 ,> 1000 DM,1 - 4 years,4,2,27,none,own,2,skilled,1,no,no
unknown,18,poor,business,2169.00 ,< 100 DM,1 - 4 years,4,2,28,none,own,1,skilled,1,yes,yes
< 0 DM,24,good,furniture/appliances,2439.00 ,< 100 DM,< 1 year,4,4,35,none,own,1,skilled,1,yes,yes
unknown,27,critical,furniture/appliances,4526.00 ,> 1000 DM,< 1 year,4,2,32,store,own,2,unskilled,2,yes,no
unknown,10,good,furniture/appliances,2210.00 ,< 100 DM,1 - 4 years,2,2,25,bank,rent,1,unskilled,1,no,yes
unknown,15,good,furniture/appliances,2221.00 ,500 - 1000 DM,1 - 4 years,2,4,20,none,rent,1,skilled,1,no,no
< 0 DM,18,good,furniture/appliances,2389.00 ,< 100 DM,< 1 year,4,1,27,store,own,1,skilled,1,no,no
unknown,12,critical,furniture/appliances,3331.00 ,< 100 DM,> 7 years,2,4,42,store,own,1,skilled,1,no,no
unknown,36,good,business,7409.00 ,unknown,> 7 years,3,2,37,none,own,2,skilled,1,no,no
< 0 DM,12,good,furniture/appliances,652.00 ,< 100 DM,> 7 years,4,4,24,none,rent,1,skilled,1,no,no
unknown,36,poor,furniture/appliances,7678.00 ,500 - 1000 DM,4 - 7 years,2,4,40,none,own,2,skilled,1,yes,no
> 200 DM,6,critical,car,1343.00 ,< 100 DM,> 7 years,1,4,46,none,own,2,skilled,2,no,no
< 0 DM,24,critical,business,1382.00 ,100 - 500 DM,4 - 7 years,4,1,26,none,own,2,skilled,1,yes,no
unknown,15,good,furniture/appliances,874.00 ,unknown,< 1 year,4,1,24,none,own,1,skilled,1,no,no
< 0 DM,12,good,furniture/appliances,3590.00 ,< 100 DM,1 - 4 years,2,2,29,none,own,1,unskilled,2,no,no
1 - 200 DM,11,critical,car,1322.00 ,> 1000 DM,1 - 4 years,4,4,40,none,own,2,skilled,1,no,no
< 0 DM,18,very good,furniture/appliances,1940.00 ,< 100 DM,< 1 year,3,4,36,bank,other,1,management,1,yes,no
unknown,36,good,furniture/appliances,3595.00 ,< 100 DM,> 7 years,4,2,28,none,own,1,skilled,1,no,no
< 0 DM,9,good,car,1422.00 ,< 100 DM,< 1 year,3,2,27,none,other,1,management,1,yes,yes
unknown,30,critical,furniture/appliances,6742.00 ,unknown,4 - 7 years,2,3,36,none,own,2,skilled,1,no,no
unknown,24,good,car,7814.00 ,< 100 DM,4 - 7 years,3,3,38,none,own,1,management,1,yes,no
unknown,24,good,car,9277.00 ,unknown,1 - 4 years,2,4,48,none,other,1,skilled,1,yes,no
1 - 200 DM,30,critical,car,2181.00 ,unknown,> 7 years,4,4,36,none,own,2,skilled,1,no,no
unknown,18,critical,furniture/appliances,1098.00 ,< 100 DM,unemployed,4,4,65,none,own,2,unemployed,1,no,no
1 - 200 DM,24,good,furniture/appliances,4057.00 ,< 100 DM,4 - 7 years,3,3,43,none,own,1,skilled,1,yes,yes
< 0 DM,12,good,education,795.00 ,< 100 DM,< 1 year,4,4,53,none,own,1,skilled,1,no,yes
1 - 200 DM,24,critical,business,2825.00 ,unknown,4 - 7 years,4,3,34,none,own,2,skilled,2,yes,no
1 - 200 DM,48,good,business,15672.00 ,< 100 DM,1 - 4 years,2,2,23,none,own,1,skilled,1,yes,yes
unknown,36,critical,car,6614.00 ,< 100 DM,> 7 years,4,4,34,none,own,2,management,1,yes,no
unknown,28,very good,car,7824.00 ,unknown,< 1 year,3,4,40,bank,rent,2,skilled,2,yes,no
< 0 DM,27,critical,business,2442.00 ,< 100 DM,> 7 years,4,4,43,store,own,4,management,2,yes,no
unknown,15,critical,furniture/appliances,1829.00 ,< 100 DM,> 7 years,4,4,46,none,own,2,skilled,1,yes,no
< 0 DM,12,critical,car,2171.00 ,< 100 DM,1 - 4 years,4,4,38,bank,own,2,unskilled,1,no,no
1 - 200 DM,36,critical,car,5800.00 ,< 100 DM,1 - 4 years,3,4,34,none,own,2,skilled,1,yes,no
unknown,18,critical,furniture/appliances,1169.00 ,unknown,1 - 4 years,4,3,29,none,own,2,skilled,1,yes,no
unknown,36,poor,car,8947.00 ,unknown,4 - 7 years,3,2,31,store,own,1,management,2,yes,no
< 0 DM,21,good,furniture/appliances,2606.00 ,< 100 DM,< 1 year,4,4,28,none,rent,1,management,1,yes,no
unknown,12,critical,furniture/appliances,1592.00 ,> 1000 DM,4 - 7 years,3,2,35,none,own,1,skilled,1,no,no
unknown,15,good,furniture/appliances,2186.00 ,unknown,4 - 7 years,1,4,33,bank,rent,1,unskilled,1,no,no
< 0 DM,18,good,furniture/appliances,4153.00 ,< 100 DM,1 - 4 years,2,3,42,none,own,1,skilled,1,no,yes
< 0 DM,16,critical,car,2625.00 ,< 100 DM,> 7 years,2,4,43,bank,rent,1,skilled,1,yes,yes
unknown,20,critical,car,3485.00 ,unknown,< 1 year,2,4,44,none,own,2,skilled,1,yes,no
unknown,36,critical,car,10477.00 ,unknown,> 7 years,2,4,42,none,other,2,skilled,1,no,no
unknown,15,good,furniture/appliances,1386.00 ,unknown,1 - 4 years,4,2,40,none,rent,1,skilled,1,yes,no
unknown,24,good,furniture/appliances,1278.00 ,< 100 DM,> 7 years,4,1,36,none,own,1,management,1,yes,no
< 0 DM,12,good,furniture/appliances,1107.00 ,< 100 DM,1 - 4 years,2,2,20,none,rent,1,management,2,yes,no
< 0 DM,21,good,car,3763.00 ,unknown,4 - 7 years,2,2,24,none,own,1,unskilled,1,no,no
1 - 200 DM,36,good,education,3711.00 ,unknown,1 - 4 years,2,2,27,none,own,1,skilled,1,no,no
unknown,15,poor,car,3594.00 ,< 100 DM,< 1 year,1,2,46,none,own,2,unskilled,1,no,no
1 - 200 DM,9,good,car,3195.00 ,unknown,1 - 4 years,1,2,33,none,own,1,unskilled,1,no,no
unknown,36,poor,furniture/appliances,4454.00 ,< 100 DM,1 - 4 years,4,4,34,none,own,2,skilled,1,no,no
1 - 200 DM,24,critical,furniture/appliances,4736.00 ,< 100 DM,< 1 year,2,4,25,bank,own,1,unskilled,1,no,yes
1 - 200 DM,30,good,furniture/appliances,2991.00 ,unknown,> 7 years,2,4,25,none,own,1,skilled,1,no,no
unknown,11,good,business,2142.00 ,> 1000 DM,> 7 years,1,2,28,none,own,1,skilled,1,yes,no
< 0 DM,24,very good,business,3161.00 ,< 100 DM,1 - 4 years,4,2,31,none,rent,1,skilled,1,yes,yes
1 - 200 DM,48,perfect,car0,18424.00 ,< 100 DM,1 - 4 years,1,2,32,bank,own,1,management,1,yes,yes
unknown,10,good,car,2848.00 ,100 - 500 DM,1 - 4 years,1,2,32,none,own,1,skilled,2,no,no
< 0 DM,6,good,car,14896.00 ,< 100 DM,> 7 years,1,4,68,bank,own,1,management,1,yes,yes
< 0 DM,24,good,furniture/appliances,2359.00 ,100 - 500 DM,unemployed,1,1,33,none,own,1,skilled,1,no,yes
< 0 DM,24,good,furniture/appliances,3345.00 ,< 100 DM,> 7 years,4,2,39,none,rent,1,management,1,yes,yes
unknown,18,critical,furniture/appliances,1817.00 ,< 100 DM,1 - 4 years,4,2,28,none,own,2,skilled,1,no,no
unknown,48,poor,furniture/appliances,12749.00 ,500 - 1000 DM,4 - 7 years,4,1,37,none,own,1,management,1,yes,no
< 0 DM,9,good,furniture/appliances,1366.00 ,< 100 DM,< 1 year,3,4,22,none,rent,1,skilled,1,no,yes
1 - 200 DM,12,good,car,2002.00 ,< 100 DM,4 - 7 years,3,4,30,none,rent,1,skilled,2,yes,no
< 0 DM,24,very good,furniture/appliances,6872.00 ,< 100 DM,< 1 year,2,1,55,bank,own,1,skilled,1,yes,yes
< 0 DM,12,very good,car,697.00 ,< 100 DM,< 1 year,4,2,46,bank,own,2,skilled,1,yes,yes
< 0 DM,18,critical,furniture/appliances,1049.00 ,< 100 DM,< 1 year,4,4,21,none,rent,1,skilled,1,no,no
< 0 DM,48,good,car,10297.00 ,< 100 DM,4 - 7 years,4,4,39,store,other,3,skilled,2,yes,yes
unknown,30,good,furniture/appliances,1867.00 ,unknown,> 7 years,4,4,58,none,own,1,skilled,1,yes,no
< 0 DM,12,poor,car,1344.00 ,< 100 DM,1 - 4 years,4,2,43,none,own,2,unskilled,2,no,no
< 0 DM,24,good,furniture/appliances,1747.00 ,< 100 DM,< 1 year,4,1,24,none,own,1,unskilled,1,no,no
1 - 200 DM,9,good,furniture/appliances,1670.00 ,< 100 DM,< 1 year,4,2,22,none,own,1,skilled,1,yes,yes
unknown,9,critical,car,1224.00 ,< 100 DM,1 - 4 years,3,1,30,none,own,2,skilled,1,no,no
