uid,Velocity_3mon_ClkNum_per_uid,Velocity_3mon_pid_per_uid,Velocity_3mon_pidParam_per_uid,Velocity_LtoN_intervalPerClk_per_uid,Velocity_3mon_uMax_upid_per_uid,Velocity_3mon_Max_pid_per_uid,Velocity_3mon_uMax_upidParam_per_uid,Velocity_3mon_Max_pidParam_per_uid,Velocity_EtoNavg_intervalPerClk_per_uid
82614,669,10,18,31,0.5859,0.5375,0.2451,0.0845,79.0972
82615,79,3,7,36,0.6835,0.189,0.6329,0.0258,88.5823
82616,55,7,16,37,0.6182,0.0466,0.4545,0.0129,62.2727
82617,88,9,19,34,0.3409,0.0411,0.25,0.0113,83.8295
82619,56,4,6,34,0.8214,0.2168,0.3929,0.0113,70.2321
82620,1,1,1,58,1,0.0014,1,0.4861,58
82621,128,8,23,31,0.4766,0.0836,0.1719,0.0113,91.0781
82622,55,5,6,30,0.4727,0.1079,0.4727,0.0134,66.2727
82623,323,7,12,31,0.7678,1.0461,0.3901,0.0649,82.8638
82624,21,3,3,41,0.8571,0.0115,0.619,0.0067,90.1429
82625,55,5,10,47,0.4364,0.1012,0.4364,0.0124,89.5818
82626,159,6,9,35,0.7044,0.4724,0.3585,0.0294,79.717
82627,248,8,15,30,0.746,0.2537,0.2056,0.0263,83.0403
82629,37,5,6,38,0.4865,0.0247,0.5405,0.0103,77.7027
82630,3,1,1,96,1,0.0007,1,0.0016,96
82631,44,6,11,40,0.4091,0.0759,0.3864,0.0088,87.2045
82633,677,6,26,32,0.9055,0.8406,0.2275,0.0794,49.4195
82634,33,3,5,38,0.8485,0.098,0.4848,0.0082,75.1212
82635,53,6,6,37,0.566,0.1414,0.6038,0.0165,63.2075
82637,383,8,16,31,0.7023,0.3689,0.3264,0.0644,80.8198
82638,2,1,1,43,1,0.0005,1,0.1234,80
82639,16,6,9,78,0.375,0.0253,0.3125,0.0026,90.625
82640,288,10,22,34,0.6146,0.2427,0.2674,0.0397,61.5556
82641,44,6,12,34,0.5909,0.0357,0.3182,0.0072,71.0909
82642,16,6,8,34,0.4375,0.0096,0.375,0.0031,70.625
82643,29,2,7,51,0.5172,0.0525,0.3793,0.0516,94.4138
82644,72,6,9,34,0.6528,0.1796,0.3472,0.0129,80.0278
82645,67,6,13,36,0.5373,0.0494,0.3284,0.0113,81.9254
82646,263,8,24,33,0.6806,0.2455,0.3042,0.0412,86.6312
82648,57,8,14,32,0.3333,0.0801,0.1754,0.0052,67.4211
82649,218,7,18,30,0.6514,0.1947,0.3807,0.0428,78.8119
82650,29,6,9,35,0.3793,0.0518,0.2759,0.0041,81.069
82651,168,8,18,31,0.7857,0.181,0.3393,0.0294,80.0179
82652,314,9,19,40,0.5924,0.2551,0.3503,0.0567,80.7739
82653,40,1,6,49,1,0.0097,0.475,0.0104,87.55
82654,4,1,2,84,1,0.001,0.75,0.0023,99
82656,9,5,5,54,0.5556,0.0211,0.5556,0.0026,61.4444
82657,216,9,22,32,0.4769,0.1412,0.4537,0.0505,70.0972
82658,701,10,35,32,0.3552,0.3415,0.2696,0.0974,85.1969
82659,134,8,20,30,0.3955,0.0727,0.209,0.0144,67.2761
82660,751,10,30,30,0.5087,0.5238,0.1851,0.0716,76.4714
82662,49,7,12,45,0.5102,0.0343,0.3878,0.0098,82.8776
82663,120,5,6,30,0.7667,0.2422,0.7,0.0433,78.8333
82664,19,7,7,78,0.4737,0.0424,0.3158,0.0031,81.4211
82666,114,5,6,35,0.6842,0.329,0.4211,0.0247,76.1228
82667,469,7,15,30,0.5501,1.0883,0.3092,0.0747,69.0682
82668,47,7,14,48,0.3191,0.0206,0.2979,0.0072,91.5319
82669,54,7,13,31,0.537,0.1223,0.3148,0.0088,84.2593
82671,3,2,2,36,0.6667,0.0013,0.6667,0.001,57.3333
82672,348,9,18,30,0.25,0.1193,0.2299,0.0412,65.2931
82673,173,4,9,34,0.578,0.4149,0.3699,0.033,77.815
82674,61,7,15,30,0.3279,0.0274,0.3115,0.0098,77.2951
82675,19,3,5,31,0.5263,0.035,0.5263,0.0052,56.2632
82676,60,6,11,37,0.6667,0.1528,0.3833,0.0119,66.2833
82677,18,3,5,33,0.6667,0.0498,0.6111,0.0057,80.7778
82678,25,6,8,39,0.36,0.0123,0.36,0.0046,87.68
82679,47,4,12,30,0.7234,0.1411,0.6596,0.016,64.5532
82680,20,3,5,42,0.7,0.049,0.4,0.0041,79.25
82685,74,4,14,34,0.7162,0.0727,0.3919,0.0149,75.0676
82686,2,1,2,34,1,0.0005,0.5,0.0005,61.5
82687,42,6,8,38,0.7619,0.0439,0.5,0.0108,91.7381
82688,2,1,1,98,1,0.0013,1,0.001,98
82689,26,7,7,48,0.4615,0.0165,0.2692,0.0036,77.8462
82690,10,3,4,43,0.6,0.0249,0.6,0.0216,59
82691,30,3,6,40,0.8333,0.0955,0.5,0.0077,89.7333
82692,331,8,22,30,0.6103,0.277,0.2417,0.0412,75.0091
82693,7,3,4,34,0.4286,0.0105,0.4286,0.0015,34
82695,122,9,16,32,0.2869,0.048,0.3115,0.0196,67.1557
82696,20,5,5,43,0.5,0.0415,0.35,0.0036,66.5
82697,17,4,6,57,0.4706,0.011,0.3529,0.0031,92.2353
82698,7,3,3,35,0.4286,0.0115,0.4286,0.0015,78.1429
82699,241,7,10,32,0.6017,0.1988,0.2946,0.0366,79.6846
82700,32,4,7,39,0.8125,0.0357,0.5,0.0082,72.1563
82701,522,8,21,30,0.6877,0.4923,0.251,0.0675,70.8123
82702,211,9,20,31,0.2701,0.2404,0.2844,0.0309,79.8104
82703,34,5,8,49,0.5294,0.0688,0.4412,0.0077,88.6765
82704,169,7,12,31,0.7396,0.1714,0.3846,0.0335,81.6036
82705,135,7,10,30,0.7259,0.1344,0.4815,0.0335,74.8889
82706,150,6,11,32,0.6267,0.1289,0.5533,0.0428,72.1933
82707,207,10,14,32,0.5845,0.1659,0.3478,0.0371,89.7053
82708,94,6,9,41,0.9043,0.3585,0.4362,0.0211,75.766
82710,73,7,15,45,0.6438,0.0645,0.3288,0.0124,82.3836
82711,23,4,5,35,0.3913,0.0344,0.4783,0.0057,79.2174
82712,303,9,28,30,0.363,0.1508,0.3234,0.0505,65.7327
82714,77,9,20,30,0.3506,0.1139,0.2338,0.0093,77.5714
82715,25,6,9,47,0.44,0.0464,0.4,0.0052,63.52
82716,151,6,14,33,0.6424,0.133,0.4437,0.0345,80.9801
82717,46,2,8,40,0.9783,0.2121,0.4783,0.0113,74.3913
82718,107,8,15,34,0.2897,0.1308,0.4579,0.0253,65.4766
82719,65,9,14,32,0.6154,0.0549,0.2,0.0067,70.2462
82720,129,3,10,32,0.5969,0.049,0.2868,0.0191,67.3488
82722,87,6,11,31,0.7471,0.0891,0.3678,0.0165,84.5747
82723,77,8,15,34,0.6104,0.1983,0.3766,0.0149,74.0519
82724,45,2,6,33,0.9778,0.2074,0.4222,0.0098,83.4222
82726,2,2,2,54,0.5,0.0041,0.5,0.0005,72.5
82728,15,3,4,31,0.8667,0.0548,0.4667,0.0036,76.8667
82729,29,6,8,42,0.5172,0.0206,0.3793,0.0057,74.069
82730,173,6,10,38,0.5434,0.39,0.5896,0.0526,67.5029
82731,57,8,13,36,0.5088,0.0398,0.3158,0.0093,77.1579
82732,277,8,32,30,0.4549,0.1728,0.1841,0.0263,97.9639
82733,6,2,4,116,0.6667,0.0115,0.3333,0.001,116.8333
82734,306,8,19,32,0.5131,0.2153,0.1601,0.0253,87.8627
82735,86,8,11,34,0.4767,0.0562,0.2907,0.0129,70.0581
82736,11,3,6,49,0.7273,0.0306,0.2727,0.0015,62.8182
82738,13,5,7,54,0.5385,0.029,0.5385,0.0036,69.6923
82739,120,9,16,30,0.3083,0.0507,0.3083,0.0191,73.4417
82740,128,10,16,44,0.3828,0.0672,0.3438,0.0227,76.4688
82741,287,9,24,30,0.7944,0.3127,0.331,0.049,75.331
82742,27,3,6,33,0.9259,0.0658,0.4074,0.0057,68.0741
82743,63,5,14,49,0.5556,0.1476,0.4603,0.0149,79.3333
82744,50,6,13,35,0.38,0.0801,0.28,0.0072,95.16
82746,1,1,1,118,1,0.0029,1,0.0005,118
82748,59,5,10,34,0.4915,0.0398,0.4915,0.0149,59.7288
82750,108,8,20,32,0.3148,0.0466,0.1944,0.0108,65.6667
82751,50,4,8,35,0.74,0.1414,0.28,0.0072,63.46
82752,29,3,6,30,0.7586,0.0302,0.3793,0.0057,70.3793
82753,111,8,14,37,0.4865,0.2278,0.2613,0.0149,87.6577
82754,92,6,9,36,0.587,0.2278,0.5761,0.0273,85.6848
82755,270,8,28,39,0.4111,0.1522,0.1519,0.0211,81.1111
82756,741,10,25,30,0.5614,0.5705,0.2524,0.0964,76.3468
82757,16,2,3,45,0.875,0.0404,0.5625,0.0046,72.125
82759,623,10,37,30,0.2825,0.2413,0.1974,0.0634,65.4302
82760,30,4,9,42,0.4667,0.049,0.3,0.0046,70.1667
82761,42,2,4,42,0.9762,0.1566,0.6667,0.105,77.1429
82762,2280,10,33,30,0.5816,1.8183,0.2645,0.3108,75.9272
82763,5,1,2,43,1,0.0012,0.8,0.0022,45.4
82764,371,7,16,30,0.6253,0.9786,0.2911,0.0557,70.4879
82765,51,4,13,38,0.4314,0.0928,0.2157,0.0057,79.0588
82766,179,5,12,32,0.9497,0.8012,0.419,0.0387,69.8492
82767,90,7,11,30,0.8778,0.3332,0.2889,0.0134,85.1889
82768,101,8,11,35,0.4059,0.0562,0.396,0.0206,71.1683
82770,29,3,5,51,0.4828,0.049,0.4828,0.0072,85.8966
82771,81,5,10,42,0.6049,0.2309,0.3827,0.016,76.4444
82773,136,6,16,31,0.4044,0.0754,0.4559,0.032,76.5956
82774,120,8,15,30,0.35,0.0576,0.375,0.0232,80.275
82775,36,4,7,40,0.4722,0.0448,0.3611,0.0067,72.6389
82776,31,6,10,53,0.3548,0.0151,0.2903,0.0046,86.871
82777,39,4,7,76,0.8205,0.1328,0.7436,0.0149,100.4103
82778,18,3,6,31,0.6111,0.0385,0.3333,0.0031,77.6667
82780,102,8,17,34,0.5294,0.074,0.2941,0.0155,76.7843
82781,115,8,13,35,0.5391,0.085,0.2522,0.0149,73.0609
82783,56,5,4,31,0.8214,0.2168,0.875,0.0253,78.3214
82785,92,9,15,30,0.5,0.0631,0.337,0.016,72.913
82787,42,5,10,40,0.5714,0.1012,0.5238,0.0113,83.5
82789,6,2,2,113,0.8333,0.0132,0.6667,0.0021,113
82790,9,3,3,41,0.6667,0.0038,0.4444,0.0021,53.5556
82791,209,7,15,32,0.4498,0.1289,0.311,0.0335,85.3684
82792,35,6,8,34,0.3429,0.0498,0.4,0.0072,54.6857
82793,144,8,13,30,0.6181,0.122,0.2917,0.0216,58.5278
82794,19,2,3,34,0.9474,0.0519,0.6842,0.0067,77.3684
82795,13,5,7,35,0.3846,0.0211,0.2308,0.0015,35
82797,50,6,11,54,0.8,0.0549,0.36,0.0093,79.76
82798,347,10,26,30,0.3458,0.1646,0.366,0.0654,71.4928
82799,137,8,19,36,0.4453,0.0836,0.292,0.0206,77.9343
82800,144,8,15,31,0.3194,0.194,0.3958,0.0294,63.4097
82801,157,6,14,34,0.758,0.1632,0.5732,0.0464,87.2038
82802,101,4,8,34,0.7228,0.1922,0.6733,0.035,78.5347
82803,71,9,10,35,0.4225,0.0411,0.2817,0.0103,94.507
82804,26,6,4,38,0.3846,0.0471,0.6538,0.0088,42.0769
82805,101,6,12,33,0.5545,0.2323,0.3069,0.016,61.802
82806,39,6,11,33,0.359,0.0192,0.1795,0.0036,80.0513
82807,57,7,11,98,0.3158,0.0247,0.2632,0.0077,110.4386
82808,270,7,19,30,0.6519,0.2413,0.363,0.0505,86.263
82809,12,2,4,39,0.6667,0.028,0.5,0.0031,80.9167
82810,41,7,14,36,0.439,0.0759,0.4146,0.0088,60.0976
82811,84,8,13,42,0.4167,0.048,0.4643,0.0201,83.7024
82813,448,6,23,31,0.7455,0.458,0.2232,0.0515,76.6674
82814,11,3,3,53,0.8182,0.0237,0.5455,0.0031,88.4545
82816,232,8,15,31,0.5862,0.1865,0.2888,0.0345,77.5216
82817,103,6,12,48,0.5922,0.0836,0.466,0.0247,77
82818,729,9,19,30,0.7531,2.3158,0.3608,0.1355,84.7174
82819,60,7,11,43,0.6,0.1519,0.4667,0.0144,69.4333
82821,58,6,18,57,0.431,0.0343,0.2414,0.0072,84.7759
82822,14,5,4,48,0.5714,0.0377,0.5714,0.0041,68.7143
82823,73,6,9,33,0.726,0.2236,0.6849,0.0258,76.1096
82824,97,6,12,31,0.4742,0.0631,0.3505,0.0175,69.3608
82825,51,6,10,33,0.6471,0.1555,0.2549,0.0067,75.6078
82826,42,6,8,39,0.619,0.0357,0.2381,0.0052,80.3095
82828,6,2,3,54,0.6667,0.014,0.5,0.0141,79.6667
82829,73,6,8,48,0.5753,0.1979,0.3014,0.0113,84.6438
82831,12,4,5,31,0.4167,0.0191,0.4167,0.0026,64.3333
82832,119,6,10,30,0.7983,0.4007,0.4538,0.0278,66.0672
82834,34,4,8,37,0.5,0.0448,0.3529,0.0062,88.5882
82835,54,5,10,37,0.5741,0.1308,0.2778,0.0077,71.4815
82836,192,9,14,35,0.5729,0.464,0.3385,0.0335,87.8854
82837,10,4,7,87,0.6,0.0082,0.3,0.0015,87
82839,58,3,9,42,0.8966,0.0713,0.5,0.0149,82.3103
82840,7,4,5,48,0.5714,0.0189,0.2857,0.001,75
82841,323,9,24,32,0.3963,0.1755,0.3375,0.0562,78.2539
82842,8,3,6,72,0.625,0.0207,0.25,0.001,79.375
82843,51,5,8,34,0.7059,0.1519,0.7647,0.0201,69.2353
82844,712,10,21,31,0.2219,0.2167,0.3469,0.1273,84.9902
82845,27,2,5,32,0.963,0.091,0.6296,0.2926,37.7407
82846,76,7,10,30,0.4079,0.0425,0.3947,0.0155,62.8816
82847,312,9,26,30,0.4263,0.1824,0.2628,0.0423,71.1923
82848,97,9,16,42,0.3711,0.0494,0.299,0.0149,62.7938
82849,47,6,10,48,0.6383,0.1265,0.5745,0.0139,86.5106
82850,12,3,6,36,0.5,0.0038,0.3333,0.0021,72.3333
82851,101,5,6,31,0.5842,0.0809,0.297,0.0155,84.3861
82853,71,7,13,32,0.4085,0.0398,0.2535,0.0093,80.9155
82854,10,5,4,39,0.4,0.0055,0.4,0.0021,84.7
82855,66,8,12,35,0.4242,0.0384,0.303,0.0103,86.2727
82856,52,5,10,33,0.5385,0.1162,0.2885,0.0077,70.3077
82857,17,4,5,110,0.4706,0.0306,0.3529,0.0031,117.4118
82858,418,10,20,30,0.4139,0.2372,0.2392,0.0515,73.7273
82859,117,6,18,31,0.4872,0.0782,0.2393,0.0144,94.0171
82860,334,9,17,31,0.2844,0.1303,0.4012,0.0691,79.4132
82861,5,2,3,53,0.8,0.0169,0.6,0.0516,54
82862,95,8,14,37,0.6211,0.2448,0.3158,0.0155,69.2737
82863,1,1,1,56,1,0.0042,1,0.0044,56
82864,60,7,13,31,0.4,0.0996,0.25,0.0077,78.5
82865,130,5,9,30,0.6077,0.3332,0.5692,0.0381,75.4692
82866,19,5,11,31,0.5263,0.0137,0.4211,0.0041,56.1579
82867,200,5,14,34,0.835,0.638,0.275,0.0283,85.785
82868,63,3,6,36,0.5079,0.0439,0.3651,0.0119,92.5238
82869,72,7,12,31,0.7361,0.0727,0.2639,0.0098,89.7778
82870,90,5,9,33,0.5667,0.2404,0.4667,0.0216,69.2111
82871,37,5,9,45,0.5405,0.0274,0.3514,0.0067,94.2432
82872,71,7,10,38,0.6901,0.0672,0.2676,0.0098,70.0704
82873,165,9,18,35,0.4848,0.1097,0.2061,0.0175,80.4727
82874,120,4,6,35,0.55,0.231,0.525,0.0325,77.8667
82875,24,6,7,43,0.5833,0.0591,0.3333,0.0041,85.2083
82876,395,10,23,38,0.6481,0.351,0.3671,0.0747,92.5747
82877,16,4,5,50,0.75,0.0165,0.6875,0.0057,97.8125
82878,81,7,15,40,0.3827,0.0425,0.4074,0.017,86.5679
82879,8,3,5,98,0.375,0.0105,0.25,0.001,98.625
82880,16,4,5,39,0.4375,0.0267,0.4375,0.0036,77.0625
82881,71,3,5,34,0.9577,0.2821,0.8028,0.0294,74.9577
82882,2,1,1,85,1,0.0005,1,0.0011,85
82883,44,3,9,39,0.5227,0.097,0.3864,0.0088,94.8636
82884,5,2,3,99,0.8,0.0169,0.6,0.0015,99
82885,77,7,10,30,0.3636,0.1181,0.2987,0.0119,75.4675
82886,20,2,5,50,0.7,0.0089,0.45,0.0046,87.7
82889,19,3,7,51,0.5789,0.042,0.3684,0.0036,80.8947
82890,47,4,5,38,0.8298,0.1027,0.4468,0.0108,86.6596
82891,101,6,10,46,0.4752,0.2262,0.5248,0.0273,83.9604
82892,33,5,7,39,0.4545,0.0707,0.5455,0.0093,67.697
82893,30,5,7,47,0.5,0.0633,0.2667,0.0041,78.8667
82894,719,7,29,36,0.694,0.6843,0.2114,0.0783,73.8609
82895,77,7,10,35,0.6234,0.2025,0.5974,0.0237,66.3506
82896,53,3,9,35,0.5283,0.1162,0.3585,0.0098,77.283
82897,100,2,5,42,0.99,0.3782,0.77,0.2889,73.87
82898,29,4,9,44,0.7586,0.0913,0.4138,0.0062,79.1379
82899,15,3,6,118,0.6667,0.0064,0.2667,0.0021,118.0667
82900,20,5,10,30,0.45,0.038,0.3,0.0031,62.6
82901,72,7,12,30,0.3889,0.1181,0.25,0.0093,38.9167
82902,32,3,5,47,0.7813,0.0875,0.75,0.0124,76.0313
82905,207,5,17,31,0.4976,0.1412,0.2222,0.0237,82.343
82906,18,4,9,47,0.5556,0.0422,0.3333,0.0031,69.5
82907,70,5,15,30,0.3571,0.0343,0.2857,0.0103,83.2857
82908,61,5,8,42,0.9016,0.232,0.6885,0.0216,71.082
82909,36,3,6,34,0.6111,0.077,0.5,0.0093,82.0556
82910,33,5,6,45,0.5758,0.0726,0.4545,0.0077,79.4848
82911,7,1,4,57,1,0.0017,0.4286,0.0016,57
82912,162,9,18,30,0.5,0.1111,0.2037,0.017,69.9259
82913,530,9,28,30,0.2585,0.1879,0.3189,0.0871,75.2453
82915,5,2,3,35,0.8,0.0166,0.6,0.0015,84.6
82916,63,7,9,41,0.4127,0.1079,0.4127,0.0134,72.3016
82917,26,5,7,98,0.4231,0.0518,0.4231,0.0057,107.2692
82918,15,2,3,31,0.9333,0.049,0.5333,0.1105,58
82919,13,5,6,54,0.3846,0.0069,0.3846,0.0026,91.5385
82920,52,7,10,50,0.6154,0.0439,0.4231,0.0113,84.5769
82921,48,6,12,41,0.5625,0.037,0.5625,0.0139,82.6042
82922,71,8,14,42,0.6056,0.059,0.2254,0.0082,74.8451
82923,66,5,7,37,0.7424,0.2067,0.3939,0.0134,76.197
82924,42,6,8,49,0.7381,0.1308,0.3333,0.0072,86.7619
82925,134,8,16,35,0.6791,0.3839,0.291,0.0201,85.8657
82926,8,3,4,34,0.5,0.0025,0.375,0.0015,63.25
82927,186,8,17,30,0.8226,0.2098,0.3333,0.032,90.6667
82928,6,2,4,36,0.6667,0.0105,0.3333,0.001,81.8333
82929,88,9,16,34,0.4773,0.0576,0.3636,0.0165,79.6023
82930,62,5,12,35,0.7581,0.195,0.5806,0.0186,75.8871
82931,114,5,11,32,0.7018,0.3056,0.4386,0.0258,77.8947
82932,157,8,17,34,0.4395,0.2911,0.3949,0.032,75.5478
82933,154,4,10,32,0.5455,0.294,0.4091,0.0325,74.9545
82935,214,7,16,33,0.6308,0.5694,0.3037,0.0335,79.4953
82937,81,5,11,40,0.642,0.2193,0.358,0.0149,69.0864
82938,23,2,3,32,0.8696,0.0527,0.7826,0.0093,80.8696
82941,98,4,13,32,0.4694,0.1908,0.398,0.0201,77.8163
82942,14,1,4,72,1,0.0034,0.4286,0.0046,81
82943,26,6,6,39,0.5769,0.0707,0.3846,0.0052,61.5385
82945,93,7,11,30,0.4301,0.1659,0.4409,0.0211,72.957
82946,91,7,8,30,0.8681,0.3332,0.6703,0.0314,82.1429
82948,118,7,11,36,0.678,0.3319,0.3136,0.0191,73.2627
82949,13,2,2,81,0.9231,0.042,0.9231,0.1467,100.6154
82950,4,3,2,36,0.5,0.0053,0.75,0.0015,36
82951,116,6,10,44,0.5603,0.0891,0.5862,0.035,88.4914
82952,75,4,7,35,0.6533,0.2033,0.4,0.0155,76.32
82953,129,4,17,34,0.938,0.3186,0.4884,0.0325,80.9845
82954,188,5,13,41,0.7713,0.1988,0.5266,0.051,78.8936
82956,82,5,14,36,0.3659,0.0411,0.2317,0.0098,88.2561
82959,104,9,21,34,0.4327,0.0617,0.3462,0.0186,73.3077
82961,214,10,15,30,0.4533,0.133,0.2523,0.0278,82.8224
82962,53,5,7,37,0.4906,0.0993,0.4528,0.0124,77.6038
82964,11,3,6,59,0.4545,0.0175,0.4545,0.0026,69.5455
82965,147,8,12,31,0.7279,0.1467,0.4626,0.035,71.5374
82966,72,7,17,37,0.625,0.1898,0.2639,0.0098,76.8194
82967,587,10,25,30,0.402,0.3236,0.2726,0.0825,74.5775
82968,67,8,10,33,0.5373,0.0494,0.5373,0.0186,74.6269
82969,22,2,7,40,0.7273,0.0102,0.2727,0.0031,66.3182
82971,10,5,7,45,0.6,0.0253,0.2,0.001,45
82972,3,1,1,68,1,0.0019,1,0.0015,68
82973,75,6,11,41,0.6,0.0617,0.3067,0.0119,81.5733
82974,29,5,4,30,0.4483,0.0539,0.4138,0.0062,79.2414
82975,26,7,7,36,0.2308,0.0253,0.4231,0.0057,65
82976,67,7,12,41,0.5672,0.1603,0.3134,0.0108,65.8209
82977,43,3,5,31,0.7209,0.1085,0.4419,0.0098,67.2791
82978,73,4,5,33,0.4795,0.1337,0.4521,0.017,79.7808
82980,1,1,1,61,1,0.0002,1,0.0008,61
82981,230,9,21,33,0.6217,0.1961,0.2609,0.0309,86.1217
82982,28,6,10,34,0.2857,0.011,0.25,0.0036,67.1786
82984,68,7,11,37,0.7059,0.0658,0.3088,0.0108,76.0294
82985,17,2,4,43,0.5882,0.0064,0.5294,0.0046,77.1765
82986,102,8,16,31,0.5,0.0699,0.1765,0.0093,71.2451
82987,113,6,9,30,0.5752,0.3064,0.3009,0.0175,81.0088
82988,217,9,22,30,0.2811,0.0836,0.2442,0.0273,80.5392
82990,90,6,10,30,0.8333,0.1028,0.5333,0.0247,65.2444
82993,71,6,13,30,0.7042,0.0686,0.3944,0.0144,67.4507
82994,7,2,4,97,0.7143,0.0069,0.4286,0.0016,97.7143
82995,196,6,16,31,0.4541,0.3692,0.4031,0.0407,78
82996,23,3,5,47,0.5217,0.0316,0.4348,0.0052,67.9565
82997,49,4,8,39,0.7551,0.1744,0.3878,0.0098,87.6122
82998,6,3,4,109,0.5,0.0105,0.3333,0.001,109
82999,80,7,14,38,0.425,0.0466,0.2625,0.0108,78.4875
83000,23,7,10,43,0.3043,0.0096,0.3913,0.0046,72.7826
83001,112,6,13,30,0.5089,0.0782,0.5179,0.0299,77.9643
83002,106,7,15,30,0.6981,0.1015,0.3679,0.0201,68.2736
83003,41,6,8,41,0.7561,0.0425,0.3902,0.0082,73.9268
83004,89,8,16,33,0.3933,0.048,0.5618,0.0258,64.8764
83005,105,5,10,31,0.9143,0.3668,0.7619,0.0412,53.6857
83006,10,3,6,116,0.8,0.0337,0.4,0.0021,116.3
83007,94,6,12,34,0.5,0.0645,0.3085,0.0149,69.4255
83008,278,9,22,31,0.5719,0.218,0.2158,0.0309,67.0504
83009,21,3,4,35,0.4762,0.0263,0.5238,0.0057,100.4286
83010,253,10,29,36,0.4427,0.1536,0.17,0.0222,84.6719
83011,5,2,2,84,0.6,0.0019,0.6,0.0015,84
83014,26,4,8,37,0.5385,0.0192,0.3077,0.0041,82.5769
83015,38,4,8,37,0.7105,0.1139,0.3158,0.0062,91.0263
83016,83,6,6,37,0.6265,0.1987,0.6145,0.0263,74.759
83017,15,4,5,89,0.4,0.0253,0.4,0.0031,101.6
83018,121,5,9,36,0.719,0.3609,0.6942,0.0433,70.843
83020,121,6,9,35,0.5289,0.2445,0.3884,0.0242,82.3636
83022,30,4,8,55,0.5,0.0395,0.4,0.0062,77.9333
83023,14,3,5,54,0.8571,0.0458,0.6429,0.0046,88.7857
83025,29,6,8,49,0.4138,0.0165,0.3793,0.0057,99.8621
83026,11,2,5,39,0.8182,0.0057,0.3636,0.0021,70.0909
83027,67,7,12,48,0.7761,0.0713,0.2985,0.0103,77.0149
83028,52,5,13,33,0.6731,0.1476,0.1731,0.0046,65.5
83029,63,6,11,38,0.5873,0.0507,0.5714,0.0186,71.4444
83030,13,3,6,88,0.5385,0.0245,0.3846,0.0026,94.9231
83031,348,9,23,30,0.6264,0.2989,0.3649,0.0654,78.2069
83032,39,3,5,31,0.9487,0.1744,0.6667,0.0134,72.6154
83033,221,6,11,32,0.7285,0.7588,0.4661,0.0531,73.1131
83034,219,6,11,35,0.6347,0.5863,0.3196,0.0361,86.0731
83035,94,8,10,43,0.5213,0.2067,0.5213,0.0253,78.4255
83036,43,6,9,59,0.5814,0.1055,0.3488,0.0077,93.5349
83037,68,4,14,42,0.8088,0.232,0.3824,0.0134,85.4559
83038,31,5,6,30,0.7742,0.0329,0.4516,0.0072,71.8065
83039,98,6,9,30,0.7653,0.3112,0.2959,0.0149,72.3265
83040,122,9,20,40,0.4426,0.074,0.2131,0.0134,69.3115
83041,38,6,10,38,0.6053,0.1084,0.2895,0.0057,85
83042,87,7,9,36,0.4943,0.1814,0.5402,0.0242,73.1034
83044,18,4,9,48,0.4444,0.011,0.2222,0.0021,77.1111
83045,15,3,5,64,0.6,0.0315,0.4667,0.0036,83.1333
83049,397,4,9,35,0.9924,1.5053,0.4962,0.1015,75.0353
83050,40,4,10,37,0.575,0.097,0.45,0.0093,82.675
83051,38,7,10,43,0.3947,0.0206,0.3158,0.0062,85.2632
83052,164,7,12,38,0.5976,0.4066,0.2134,0.018,79.75
83053,88,7,14,52,0.7614,0.3158,0.3295,0.0149,75.25
83054,6,2,2,34,0.8333,0.0236,0.5,0.0015,34
83055,248,9,22,35,0.3347,0.1138,0.3024,0.0387,85.4758
83056,108,4,8,31,0.7963,0.301,0.7778,0.0433,79.2407
83057,1,1,1,84,1,0.0002,1,0.0846,84
83058,8,4,5,31,0.375,0.0115,0.375,0.0015,52.5
83059,3,2,2,105,0.6667,0.0084,0.6667,0.001,105
83063,49,5,7,50,0.6122,0.1265,0.4286,0.0108,85.449
83064,91,3,6,31,0.9451,0.3286,0.5165,0.0242,79.7802
83065,22,5,6,54,0.5909,0.0613,0.3636,0.0041,91.2273
83067,36,7,13,36,0.5,0.0247,0.3333,0.0062,69.1667
83068,12,1,2,59,1,0.0029,0.5833,0.0038,82.25
83072,79,2,9,36,0.6456,0.0325,0.3418,0.0139,76.8861
83073,73,4,5,31,0.863,0.2407,0.8082,0.0304,75.3425
83075,38,3,7,40,0.5,0.0665,0.3947,0.0077,77.6053
83076,4,3,3,82,0.5,0.0084,0.5,0.001,90
83077,131,9,15,32,0.4504,0.0809,0.2137,0.0144,71.2519
83078,91,8,17,49,0.4176,0.0521,0.2637,0.0124,94.5934
83079,22,4,4,43,0.6364,0.0591,0.6364,0.0072,82.8182
83080,59,5,12,35,0.661,0.1645,0.5932,0.018,80.0339
83081,75,3,15,41,0.6533,0.0672,0.2,0.0077,101.48
83082,40,5,7,38,0.325,0.0548,0.275,0.0057,73.55
83083,2,2,2,79,0.5,0.0006,0.5,0.0005,79
83084,33,4,8,36,0.7576,0.0955,0.4848,0.0082,90.7879
83085,196,9,23,30,0.2806,0.0754,0.2245,0.0227,70.1327
83086,16,3,8,61,0.5625,0.0123,0.25,0.0021,99
83087,64,7,12,32,0.4219,0.1139,0.2188,0.0072,75.375
83088,2,1,1,44,1,0.0005,1,0.0011,44
83089,2,2,2,88,0.5,0.0035,0.5,0.0005,88
